Name,Album,Artist,Release_date,Length,Popularity,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Valence,Loudness,Speechiness,Tempo,Time_signature
In Thoughtful,Newselves,MEGTARO,24/06/2020,242600,54,0.963,0.486,0.1,0.861,0.0808,0.236,-23.329,0.0419,95.025,4
Winchester In Apple Blossom Time,Maiden Voyage,Mandevilla,22/01/2021,198701,58,0.962,0.415,0.126,0.77,0.0985,0.237,-18.253,0.0578,177.535,3
Don't Mind Me,Don't Mind Me,James Earle Trio,28/05/2020,258000,54,0.886,0.35,0.188,0.878,0.117,0.093,-17.475,0.0401,48.701,4
I Got It Bad And That Ain't Good,Night Train (Expanded Edition),Oscar Peterson Trio,1/01/1963,306226,59,0.971,0.488,0.0527,0.911,0.0882,0.193,-27.331,0.0478,49.689,4
My Ideal,My Ideal,Tate Jackson Trio,7/01/2021,230928,44,0.921,0.384,0.0808,0.912,0.224,0.111,-22.34,0.0384,111.208,4
Little Person,Weltentraum,Michael Wollny,31/01/2014,223759,35,0.887,0.464,0.0653,0.743,0.0764,0.0626,-22.124,0.0403,115.168,4
Long Ago (and Far Away),Long Ago (and Far Away),James Jackson Jazz Trio,19/03/2020,209709,54,0.922,0.674,0.159,0.865,0.128,0.298,-16.441,0.0409,120.246,4
Little waltz,The Vanguard Date,Steve Kuhn,9/04/2013,400573,44,0.931,0.377,0.0768,0.85,0.675,0.0545,-21.395,0.0462,67.136,3
Cherie,Cherie,Vernon Sanders,14/02/2020,248750,54,0.979,0.378,0.0761,0.61,0.185,0.0698,-23.045,0.0351,111.29,4
Misty Morning,Misty Morning,Mino Conte & Co,2/10/2020,193606,57,0.903,0.489,0.228,0.0912,0.124,0.18,-16.06,0.0328,73.636,4
People Time,People Time,Claudio Chiara,16/12/2020,266066,47,0.872,0.494,0.163,0.00594,0.0633,0.362,-10.576,0.0546,65.823,4
Never Let Me Go,Lil' Darlin',Alexander Martin Jazz Trio,5/10/2020,258919,56,0.924,0.436,0.157,0.753,0.381,0.185,-17.516,0.0346,84.389,4
A Time For Love,On A Misty Night,Mandevilla,16/10/2020,308187,60,0.972,0.413,0.216,0.933,0.366,0.12,-18.276,0.0323,121.925,4
L'Espace,Transitions,Joel Haynes Trio,9/06/2008,447360,45,0.875,0.456,0.282,0.586,0.904,0.155,-14.318,0.0516,121.665,4
Everytime We Say Goodbye,How Long Has This Been Going On,Billy Charlotte,25/01/2021,245713,52,0.914,0.46,0.215,0.772,0.125,0.198,-16.813,0.0291,96.269,4
Peace,Peace,Winter Jazz Trio,8/02/2021,205278,11,0.957,0.511,0.19,0.737,0.189,0.113,-15.757,0.0332,97.135,4
Landing,Landing,Red Brick Lane,15/05/2020,181389,58,0.927,0.292,0.0382,0.915,0.101,0.167,-17.212,0.0378,53.081,4
In a Sentimental Mood,The Time is Now,David Hazeltine,26/10/2018,467236,41,0.975,0.498,0.0619,0.812,0.097,0.135,-22.658,0.0373,115.231,4
Pretty Ballad,Pretty Ballad,Louis Silva Band,3/06/2020,206854,58,0.936,0.422,0.174,0.929,0.367,0.0858,-15.427,0.0378,95.089,4
Goodbye Pork Pie Hat,Ah Um,Charles Mingus,1959,342373,57,0.957,0.356,0.0937,0.096,0.209,0.278,-16.64,0.0353,86.669,3
Jazzanooga,Jazzanooga,Chattanooga Trio,25/11/2020,167569,61,0.882,0.588,0.0493,0.496,0.136,0.202,-20.4,0.0355,99.929,4
Vesper,Vesper,Dries Riesen,21/08/2020,254060,61,0.92,0.153,0.0186,0.376,0.107,0.167,-21.146,0.0399,82.152,4
It Never Entered My Mind,Acceptance,Billy Childs,28/08/2020,312146,43,0.941,0.521,0.0774,0.926,0.118,0.183,-23.987,0.0418,120.755,4
Litania,Litania,Sparrow & Bird,25/09/2020,235174,62,0.596,0.531,0.0282,0.314,0.114,0.157,-20.689,0.0337,94.739,4
Stardust,Two Of A Mind,Paul Desmond,25/05/1996,503226,16,0.975,0.512,0.0764,0.000566,0.13,0.346,-19.709,0.0589,115.376,4
Fading Love,Fading Love,Burt Mitchell,6/11/2020,280750,57,0.967,0.353,0.0717,0.566,0.116,0.204,-21.734,0.0318,107.59,4
The Summer Rain,Woodland,Green Trio,25/12/2020,181448,58,0.963,0.467,0.186,0.941,0.11,0.228,-18.418,0.0386,88.52,3
Ghost Of A Chance,Trio Fascination,Joe Lovano,1/01/1998,296626,45,0.881,0.509,0.0298,0.0011,0.261,0.303,-19.928,0.0499,113.915,3
Blue Spaces,Somewhere Sometime,Oakwood Station,15/11/2019,183346,55,0.922,0.49,0.157,0.687,0.117,0.262,-18.181,0.0657,191.828,3
I Remember Clifford,I Remember Clifford,Tribute Trio,22/01/2021,297604,41,0.922,0.533,0.244,0.906,0.163,0.166,-16.662,0.0399,118.732,4
Where Are You - Remastered,The Bridge,Sonny Rollins,1962,310666,36,0.888,0.545,0.0145,0.0903,0.156,0.133,-23.17,0.0441,102.057,4
Danny´s Dream,If You Could See Me Now,Eddie Harper,4/12/2020,214091,63,0.972,0.283,0.086,0.443,0.19,0.26,-17.989,0.0461,203.925,1
Some Other Time - Live,"The Complete Village Vanguard Recordings, 1961",Bill Evans Trio,2005,298000,42,0.946,0.432,0.0658,0.944,0.693,0.121,-28.091,0.0512,124.621,4
I've Told Every Little Star,Deep In A Dream,LaSalle Street Trio,29/01/2021,253213,57,0.943,0.587,0.0575,0.865,0.0928,0.146,-22.505,0.0406,64.996,4
On a rainy night,I fall in love too easily,Astoria Three,19/02/2021,174803,26,0.965,0.463,0.126,0.796,0.112,0.065,-20.359,0.0307,105.389,4
In the Wee Small Hours of the Morning,Conner's Days,Ari Hoenig,15/05/2019,262210,53,0.83,0.412,0.0902,0.366,0.0889,0.0744,-22.841,0.0304,68.767,4
You Don't Know What Love Is,You Don't Know What Love Is,The Sweetgreens,16/10/2020,150122,57,0.854,0.581,0.0509,0.892,0.124,0.269,-25.046,0.0377,118.494,4
Stairway to the Stars,Stairway to the Stars,Figgy Mold,7/01/2021,278587,61,0.96,0.463,0.0769,0.856,0.105,0.178,-21.855,0.0389,116.2,4
Julia,Julia,The Stilltones,25/09/2020,232832,60,0.769,0.478,0.0796,0.154,0.109,0.132,-18.825,0.031,104.17,4
For the Saints,You Are My Sunshine,Cyrus Chestnut,1/07/2003,414733,39,0.941,0.467,0.0882,0.815,0.0559,0.0989,-17.336,0.046,95.911,3
Deep In A Dream,Deep In A Dream,LaSalle Street Trio,29/01/2021,282123,57,0.971,0.476,0.0808,0.828,0.0978,0.182,-21.66,0.0357,113.985,4
Late Night Walk,Late Night Walk,Henry Lindon,26/11/2019,227499,54,0.979,0.413,0.17,0.896,0.101,0.125,-21.032,0.0341,122.531,3
I Sing This Song for You,Inside Out,Juraj Stanik Trio,12/06/2020,278666,51,0.956,0.413,0.0771,0.694,0.257,0.099,-22.29,0.0381,124.912,4
"I Loves You, Porgy","I Loves You, Porgy",Ryan Turtle Trio,18/01/2021,177261,47,0.95,0.387,0.169,0.864,0.0967,0.189,-16.769,0.0353,95.746,4
Going Up,Going Up,Snorre Kirk,19/02/2021,275200,31,0.815,0.613,0.204,0.00157,0.128,0.334,-14.291,0.0602,111.83,4
When You Are Around,When You Are Around,Trois Amis,4/06/2020,191547,63,0.909,0.559,0.194,0.852,0.132,0.169,-16.927,0.0412,84.095,4
I´ll Never Smile Again,I´ll Never Smile Again,Steve Luke & Holloway,7/01/2021,245494,61,0.945,0.349,0.083,0.899,0.168,0.0771,-21.928,0.0351,62.513,4
Nardis,Jacob Karlzon Trio: Today,Jacob Karlzon Trio,1/07/2013,400800,55,0.924,0.471,0.0344,0.94,0.0856,0.118,-31.074,0.0455,118.779,4
I Fall In Love Too Easily,I'll Remember April,Sweet Nothings Band,24/08/2020,287644,53,0.946,0.391,0.151,0.863,0.23,0.107,-17.695,0.032,95.055,4
A Tribute To Oscar Peterson,A Tribute To Oscar Peterson,Ola W Jansson,2/10/2020,185944,47,0.927,0.434,0.213,0.893,0.108,0.193,-17.591,0.0357,91.755,4
Stella by Starlight,Tea for Two,Sophie Lemon Jazz,28/12/2020,302999,53,0.934,0.369,0.143,0.777,0.104,0.0849,-14.544,0.0347,79.441,3
Chimes,Chimes,Duponte et Duponte,18/09/2020,163590,63,0.863,0.458,0.0533,0.138,0.11,0.155,-20.472,0.0289,96.864,4
Serenity,Serenity,The Midnight Quartet,15/05/2020,171359,43,0.956,0.49,0.152,0.582,0.114,0.264,-16.093,0.0279,75.225,4
These Foolish Things (Remind Me of You),Blues and Ballads,Brad Mehldau Trio,3/06/2016,360706,45,0.951,0.44,0.128,0.933,0.1,0.179,-17.651,0.0425,81.028,4
All Of You,In Love,Ted Lightfoot,15/11/2019,149919,44,0.962,0.549,0.125,0.938,0.11,0.163,-18.696,0.0463,121.251,4
I Wish You Love,I Wish You Love,Hope Heights Jazz Band,11/06/2020,230107,55,0.98,0.462,0.174,0.872,0.116,0.212,-18.377,0.0365,69.302,4
Lost and Found,Lost and Found,Reese Quartet,2/10/2020,206464,59,0.918,0.488,0.153,0.384,0.141,0.155,-17.966,0.033,143.907,4
Velvet,Velvet,Claus Waidtløw,15/01/2021,272585,57,0.956,0.305,0.161,0.65,0.1,0.168,-17.145,0.0285,88.821,3
Chelsea Bridge,Chelsea Bridge,Leo Krepper,21/01/2021,303924,50,0.932,0.629,0.106,0.255,0.121,0.119,-16.942,0.0439,118.512,4
Misty,Misty,Joseph Drilbit,28/01/2021,381943,45,0.923,0.459,0.0926,0.818,0.115,0.171,-17.756,0.034,100.813,4
My Mistake,Fading Love,Burt Mitchell,6/11/2020,297750,59,0.976,0.299,0.0927,0.86,0.194,0.145,-21.554,0.032,94.891,4
Old Folks,Someday My Prince Will Come,Miles Davis,11/12/1961,314160,30,0.965,0.545,0.111,0.000629,0.0773,0.282,-14.692,0.0439,104.446,4
Blue in Green,Blue in Green,Hudson Harris & Haim,23/10/2020,229884,58,0.827,0.557,0.0593,0.772,0.108,0.15,-23.714,0.0383,117.939,4
Darn That Dream,Darn That Dream,Willowdale,8/01/2021,231886,54,0.93,0.462,0.155,0.897,0.116,0.169,-15.232,0.0344,113.82,4
I Can't Get Started,"Softly, as in a Morning Sunrise",Sal Ritter,14/12/2019,236486,54,0.984,0.577,0.0559,0.957,0.0845,0.214,-22.203,0.0518,134.247,4
Late Lament,Late Lament,Alan Broadbent Trio,15/09/2020,358404,46,0.98,0.396,0.201,0.833,0.156,0.122,-15.007,0.0343,91.439,4
Let There Be Love,Misty,Zander Jazz Trio,3/08/2020,182749,50,0.914,0.649,0.297,0.678,0.196,0.364,-14.452,0.0296,131.94,4
Fields of Home,Fields of Home,Tannenbaum Trio,14/08/2020,205261,56,0.882,0.437,0.223,0.656,0.127,0.153,-17.087,0.0327,150.692,3
Duchesse,Duchesse,The Wallraff Group,10/04/2020,210500,55,0.977,0.448,0.197,0.469,0.0955,0.262,-15.432,0.0361,122.632,3
Theme for Ernie,"Stockholm Corona Sessions, Vol. 2",Jazzagenturen,7/09/2020,442624,43,0.793,0.517,0.229,0.891,0.162,0.142,-15.116,0.0337,60.87,4
Emily,Have You Met Miss Jones?,The Blue Room Band,5/05/2020,293970,54,0.933,0.524,0.265,0.886,0.186,0.218,-15.365,0.0282,106.487,3
Dear Old Stockholm,Dear Old Stockholm,CMC 3,2/10/2020,255623,50,0.942,0.541,0.253,0.907,0.109,0.381,-16.189,0.0313,131.12,4
I Guess I'll Hang My Tears Out To Dry,I Can't Get Started,Hector Milo Trio,25/01/2021,254627,52,0.934,0.346,0.238,0.736,0.128,0.257,-16.764,0.0383,71.849,4
Love Is a Many-Splendored Thing,Pretty Ballad,Louis Silva Band,3/06/2020,163378,58,0.934,0.429,0.13,0.94,0.124,0.189,-15.57,0.0319,85.193,4
Skylark,Ballad Session,Mark Turner,2000,355600,41,0.927,0.477,0.0775,0.253,0.112,0.205,-19.338,0.0481,115.488,4
Désespérés,Désespérés,Vernon Sanders,20/11/2020,221624,60,0.987,0.344,0.0562,0.838,0.135,0.172,-20.749,0.0323,88.171,4
Stillness,Stillness,KTZ Players,11/09/2020,167270,59,0.912,0.533,0.0492,0.862,0.119,0.166,-19.517,0.0319,96.842,4
Prelude to a Kiss,Giant Steps,Brendan Maynard + 2,21/10/2020,264626,57,0.947,0.522,0.0945,0.573,0.158,0.134,-17.913,0.0365,94.084,3
Sleeper,Sleeper,Rossdale Junction,21/08/2020,225546,55,0.858,0.563,0.126,0.617,0.132,0.103,-17.326,0.0315,104.959,4
Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,Disc-Overy,Tinie Tempah,31/05/2010,206460,41,0.00237,0.736,0.929,1.11E-05,0.402,0.658,-5.89,0.0674,125.03,4
Pass Out,Disc-Overy,Tinie Tempah,2010,268053,59,0.0281,0.693,0.891,0,0.143,0.532,-3.261,0.296,91.1,4
Seven Nation Army,Elephant,The White Stripes,1/04/2003,231920,3,0.00666,0.745,0.466,0.35,0.272,0.303,-7.62,0.0864,123.889,4
It Wasn't Me,Summer Party,Various Artists,1/01/2007,227720,46,0.0443,0.85,0.551,0,0.329,0.679,-6.596,0.0717,94.751,4
Earthquake (feat. Tinie Tempah) - Radio Edit,Earthquake (feat. Tinie Tempah),Labrinth,23/10/2011,216386,10,0.135,0.512,0.835,0,0.09,0.309,-4.306,0.135,153.063,4
Stacy's Mom,Welcome Interstate Managers,Fountains Of Wayne,1/01/2003,197986,73,0.00207,0.774,0.75,1.78E-05,0.0808,0.927,-4.927,0.0412,118.015,4
Low (feat. T-Pain),Mail on Sunday,Flo Rida,17/03/2008,231400,79,0.0928,0.918,0.609,0,0.139,0.304,-5.64,0.0791,128.008,4
Where Is The Love?,Elephunk,Black Eyed Peas,1/01/2003,272533,61,0.111,0.834,0.699,0,0.131,0.803,-3.222,0.196,94.069,4
Song 2,Blur: The Best Of,Blur,23/10/2000,121880,64,0.00188,0.658,0.709,0.00447,0.0657,0.855,-6.736,0.0904,129.699,4
Fire,Fire,Kasabian,29/05/2009,251946,45,0.0867,0.526,0.741,0.128,0.108,0.17,-5.663,0.0311,117.031,4
Feel Good Inc.,Demon Days,Gorillaz,23/05/2005,222640,80,0.00836,0.818,0.705,0.00233,0.613,0.772,-6.679,0.177,138.559,4
Pumped Up Kicks,Torches,Foster The People,23/05/2011,239600,83,0.145,0.733,0.71,0.115,0.0956,0.965,-5.849,0.0292,127.975,4
Ni**as In Paris,Watch The Throne (Deluxe),JAY-Z,8/08/2011,219333,79,0.127,0.789,0.858,0,0.349,0.775,-5.542,0.311,140.022,4
Gold Digger,Late Registration,Kanye West,1/01/2005,207626,60,0.0195,0.629,0.696,0,0.0554,0.623,-5.572,0.348,93.034,4
Acceptable in the 80's,I Created Disco,Calvin Harris,18/06/2007,332826,43,0.0134,0.789,0.807,0.27,0.055,0.934,-5.417,0.0504,127.996,4
Wearing My Rolex - Radio Edit,See Clear Now,Wiley,10/11/2008,170480,58,0.0468,0.876,0.716,0.000482,0.0667,0.755,-6.884,0.135,131.942,4
Dynamite,The Rokstarr Hits Collection,Taio Cruz,1/01/2010,202613,78,0.00379,0.751,0.783,0,0.036,0.816,-3.724,0.0859,119.975,4
Beautiful Girls,Beautiful Girls,Sean Kingston,23/07/2007,225373,77,0.15,0.762,0.661,0,0.256,0.769,-6.075,0.0687,130.009,4
Chelsea Dagger,Costello Music,The Fratellis,1/01/2006,215306,66,0.0491,0.511,0.815,0,0.0826,0.586,-3.14,0.144,154.514,4
Goodbye Mr A,The Trick To Life,The Hoosiers,22/10/2007,266813,58,0.0861,0.469,0.84,0.00195,0.187,0.573,-3.263,0.0294,185.966,4
Sticks 'N' Stones,Kings & Queens,Jamie T,1/01/2009,240832,60,0.0572,0.545,0.851,0,0.403,0.787,-3.569,0.0935,179.947,4
Sweet Nothing (feat. Florence Welch),18 Months,Calvin Harris,29/10/2012,212560,71,0.197,0.573,0.929,0.000112,0.0567,0.582,-3.942,0.109,127.934,4
Toxic,Greatest Hits: My Prerogative,Britney Spears,8/11/2004,198813,52,0.027,0.774,0.839,0.0166,0.252,0.923,-3.948,0.114,142.985,4
Hips Don't Lie (feat. Wyclef Jean),"Oral Fixation, Vol. 2 (Expanded Edition)",Shakira,28/11/2005,218093,82,0.284,0.778,0.824,0,0.405,0.756,-5.892,0.0712,100.024,4
Shake It,Metro Station,Metro Station,18/09/2007,179946,70,0.00221,0.618,0.955,3.09E-06,0.486,0.79,-3.836,0.0798,150.034,4
"Valerie - Live At BBC Radio 1 Live Lounge, London / 2007",Back To Black (Deluxe Edition),Amy Winehouse,2006,233733,71,0.744,0.772,0.371,0,0.167,0.684,-5.743,0.0348,96.574,4
Naive,Inside In / Inside Out,The Kooks,1/01/2006,203506,72,0.0759,0.391,0.808,0,0.149,0.737,-6.209,0.0892,100.304,4
That's Not My Name,We Started Nothing,The Ting Tings,19/05/2008,310573,51,0.0451,0.755,0.901,0.0373,0.363,0.959,-3.152,0.0893,145.042,4
Crank That (Soulja Boy),souljaboytellem.com,Soulja Boy,1/01/2007,221933,74,0.515,0.736,0.74,0,0.0468,0.803,-2.18,0.0786,140.141,4
Kids,Oracular Spectacular,MGMT,14/12/2007,302840,77,0.00076,0.451,0.931,0.0049,0.361,0.172,-3.871,0.0719,122.961,4
Airplanes (feat. Hayley Williams of Paramore),B.o.B Presents: The Adventures of Bobby Ray,B.o.B,27/04/2010,180480,67,0.11,0.66,0.867,0,0.0368,0.377,-4.285,0.116,93.033,4
Like A G6,Dirty Bass (Deluxe),Far East Movement,2012,219306,22,0.00618,0.431,0.862,0,0.322,0.696,-7.005,0.428,124.93,4
Hot N Cold,One Of The Boys,Katy Perry,17/06/2008,220226,70,7.95E-05,0.706,0.841,0,0.0688,0.861,-3.956,0.0418,132.032,4
It's Raining Men,80s 100 Hits,Various Artists,26/02/2010,212000,63,0.207,0.705,0.898,0.00118,0.702,0.657,-6.371,0.0702,136.282,4
Written in the Stars (feat. Eric Turner),Written in the Stars (feat. Eric Turner),Tinie Tempah,24/09/2010,219560,37,0.0587,0.644,0.945,0,0.184,0.573,-3.534,0.0717,91.017,4
Mysterious Girl - Radio Edit,The Long Road Back,Peter Andre,7/06/2004,217106,60,0.14,0.655,0.822,0,0.298,0.859,-5.755,0.211,171.983,4
Breathe (feat. Sean Paul) - Rap Version,Bittersweet,Blu Cantrell,11/06/2003,228000,63,0.048,0.8,0.663,0,0.252,0.472,-3.832,0.0324,91.934,4
In Da Club,Get Rich Or Die Tryin',50 Cent,6/02/2003,193466,34,0.316,0.901,0.66,0,0.0878,0.808,-3.952,0.394,90.005,4
This Ain't a Love Song,Everybody Wants To Be On TV,Scouting For Girls,23/08/2010,210680,57,0.000413,0.461,0.915,0,0.415,0.526,-3.581,0.0455,176.7,4
Crazy,St. Elsewhere,Gnarls Barkley,24/04/2006,177466,75,0.0505,0.855,0.587,0.00714,0.105,0.64,-4.589,0.0336,111.97,4
Empire State Of Mind,The Hits Collection Volume One,JAY-Z,22/11/2010,277106,37,0.0265,0.503,0.955,0,0.265,0.818,-1.533,0.381,173.521,4
Replay,Replay,Iyaz,18/08/2009,182306,76,0.173,0.706,0.751,0,0.168,0.195,-6.323,0.0708,91.031,4
Call Me Maybe,Call Me Maybe,Carly Rae Jepsen,1/01/2012,193466,2,0.0126,0.778,0.615,1.44E-06,0.108,0.648,-6.529,0.0384,120.045,4
Whistle,Wild Ones,Flo Rida,22/06/2012,224653,76,0.0208,0.747,0.937,0,0.29,0.739,-5.746,0.0453,103.976,4
Drinking from the Bottle (feat. Tinie Tempah),18 Months,Calvin Harris,29/10/2012,240346,61,0.0469,0.665,0.886,6.24E-05,0.0525,0.53,-4.175,0.0514,128.062,4
Cooler Than Me - Single Mix,Cooler Than Me,Mike Posner,5/04/2010,214760,52,0.174,0.767,0.824,0,0.357,0.623,-4.558,0.0479,129.96,4
Whatcha Say,Jason Derulo (International),Jason Derulo,26/02/2010,221253,71,0.0444,0.615,0.711,0,0.145,0.711,-5.507,0.0779,144.036,4
Billionaire (feat. Bruno Mars),Billionaire (feat. Bruno Mars),Travie McCoy,9/03/2010,211160,71,0.297,0.633,0.673,0,0.206,0.659,-6.403,0.258,86.776,4
Yeah! (feat. Lil Jon & Ludacris),Confessions (Expanded Edition),Usher,23/03/2004,250373,81,0.0183,0.894,0.791,0,0.0388,0.583,-4.699,0.112,105.018,4
Opposite of Adults,The Preview,Chiddy Bang,1/10/2010,193706,59,0.0123,0.677,0.89,0,0.321,0.622,-5.46,0.159,96.009,4
Crazy In Love (feat. Jay-Z),Dangerously In Love,Beyoncé,24/06/2003,236133,75,0.00249,0.646,0.77,0,0.0715,0.681,-6.596,0.226,99.165,4
A-Punk,Vampire Weekend,Vampire Weekend,27/01/2008,137760,40,0.0102,0.551,0.821,0.0438,0.153,0.842,-4.489,0.0539,174.923,4
We Are Young (feat. Janelle Monáe),Some Nights,fun.,14/02/2012,250626,75,0.02,0.378,0.638,7.66E-05,0.0849,0.735,-5.576,0.075,184.086,4
Cry Me a River,Justified,Justin Timberlake,4/11/2002,288333,73,0.577,0.624,0.654,0,0.104,0.564,-6.582,0.183,73.898,4
Starships,Pink Friday: Roman Reloaded The Re-Up (Explicit Version),Nicki Minaj,1/01/2012,210626,74,0.135,0.747,0.716,0,0.251,0.751,-2.457,0.075,125.008,4
"Whenever, Wherever",Laundry Service,Shakira,13/11/2001,196160,73,0.236,0.793,0.832,1.12E-05,0.202,0.872,-4.862,0.0406,107.661,4
Party All Night (Sleep All Day),Party All Night (Sleep All Day),Sean Kingston,21/12/2010,222440,48,0.000749,0.595,0.86,0,0.445,0.8,-3.902,0.0665,124.038,4
Ridin' Solo,Jason Derulo (International),Jason Derulo,26/02/2010,215746,67,0.128,0.442,0.83,0,0.129,0.578,-4.02,0.146,89.338,4
Frisky (feat. Labrinth),Disc-Overy,Tinie Tempah,31/05/2010,295400,31,0.121,0.609,0.719,0,0.125,0.415,-6.04,0.119,82.372,4
In My Head,Jason Derulo (International),Jason Derulo,26/02/2010,199026,68,0.0266,0.762,0.748,0,0.348,0.851,-4.15,0.033,110.009,4
I Love It (feat. Charli XCX) - Original Version,I Love It,Icona Pop,19/06/2012,155337,63,0.00855,0.714,0.905,2.55E-05,0.146,0.838,-2.663,0.0289,125.927,4
No One,As I Am (Expanded Edition),Alicia Keys,9/11/2007,253813,79,0.0209,0.644,0.548,8.68E-06,0.134,0.166,-5.416,0.0286,90.042,4
Heat Waves,Dreamland (+ Bonus Levels),Glass Animals,6/08/2020,238805,81,0.44,0.761,0.525,6.70E-06,0.0921,0.531,-6.9,0.0944,80.87,4
drivers license,drivers license,Olivia Rodrigo,8/01/2021,242013,100,0.721,0.585,0.436,1.31E-05,0.105,0.132,-8.761,0.0601,143.874,4
Calling My Phone,Calling My Phone,Lil Tjay,12/02/2021,205458,90,0.451,0.907,0.393,1.35E-06,0.135,0.202,-7.636,0.0539,104.949,4
WITHOUT YOU,F*CK LOVE (SAVAGE),The Kid LAROI,6/11/2020,161384,93,0.213,0.662,0.413,0,0.134,0.467,-7.357,0.0299,93.005,4
The Business,The Business,Tiësto,16/09/2020,164000,92,0.414,0.798,0.62,0.0192,0.112,0.235,-7.079,0.232,120.031,4
Save Your Tears,After Hours,The Weeknd,20/03/2020,215626,95,0.0212,0.68,0.826,1.24E-05,0.543,0.644,-5.487,0.0309,118.051,4
Goosebumps - Remix,Goosebumps (Remix),Travis Scott,15/01/2021,162802,88,0.418,0.841,0.593,0,0.124,0.808,-7.846,0.0379,124.917,4
Mood (feat. iann dior),Mood (feat. iann dior),24kGoldn,24/07/2020,140525,94,0.221,0.7,0.722,0,0.272,0.756,-3.558,0.0369,90.989,4
Up,Up (Instrumental),Cardi B,4/02/2021,156944,72,0.0012,0.868,0.795,0.0193,0.0461,0.819,-6.044,0.269,166,4
Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,27/03/2020,203064,84,0.00883,0.702,0.825,0,0.0674,0.915,-3.787,0.0601,102.977,4
Good Days,Good Days,SZA,25/12/2020,279204,92,0.499,0.436,0.655,8.10E-06,0.688,0.412,-8.37,0.0583,121.002,4
SO DONE,F*CK LOVE (SAVAGE),The Kid LAROI,4/11/2020,126521,73,0.232,0.719,0.598,0,0.115,0.303,-6.254,0.077,142.592,4
Streets,Hot Pink,Doja Cat,7/11/2019,226986,92,0.208,0.749,0.463,0.0371,0.337,0.19,-8.433,0.0828,90.028,4
Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,3/07/2020,166028,90,0.168,0.734,0.874,1.14E-05,0.0489,0.905,-3.158,0.0662,122.953,4
Anyone,Anyone,Justin Bieber,1/01/2021,190779,91,0.181,0.686,0.538,3.13E-06,0.113,0.584,-8.026,0.0345,115.884,4
Blinding Lights,After Hours,The Weeknd,20/03/2020,200040,95,0.00146,0.514,0.73,9.54E-05,0.0897,0.334,-5.934,0.0598,171.005,4
you broke me first,you broke me first,Tate McRae,17/04/2020,169265,91,0.785,0.667,0.373,0,0.0906,0.0823,-9.389,0.05,124.148,4
Fly Away,Fly Away,Tones And I,13/11/2020,178156,82,0.217,0.806,0.513,0,0.217,0.503,-6.208,0.0685,124.988,4
Paradise (feat. Dermot Kennedy),Paradise,MEDUZA,30/10/2020,167903,90,0.0689,0.632,0.595,0,0.209,0.435,-7.644,0.0401,124.114,4
Astronaut In The Ocean,Astronaut In The Ocean,Masked Wolf,7/06/2019,132780,56,0.175,0.778,0.695,0,0.15,0.472,-6.865,0.0913,149.996,4
Booster Seat,Sunlight,Spacey Jane,12/06/2020,268880,71,0.0418,0.629,0.551,1.18E-06,0.108,0.699,-5.402,0.0263,111.961,4
We're Good,Future Nostalgia (The Moonlight Edition),Dua Lipa,11/02/2021,165506,84,0.0319,0.722,0.588,0,0.183,0.59,-5.932,0.0544,134.01,4
Whoopty,Loyalty Over Royalty,CJ,19/02/2021,123262,69,0.2,0.719,0.648,0,0.127,0.66,-7.6,0.125,140.201,4
positions,Positions,Ariana Grande,30/10/2020,172324,93,0.468,0.737,0.802,0,0.0931,0.682,-4.771,0.0878,144.015,4
34+35,Positions,Ariana Grande,30/10/2020,173710,92,0.237,0.83,0.585,0,0.248,0.485,-6.476,0.094,109.978,4
Lasting Lover,Lasting Lover,Sigala,4/09/2020,218358,82,0.197,0.676,0.786,0,0.0943,0.483,-4.529,0.0478,125.983,4
My Head & My Heart,Heaven & Hell,Ava Max,18/09/2020,174760,83,0.0697,0.614,0.934,0,0.121,0.436,-3.709,0.07,116.001,4
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,3/07/2020,160000,91,0.65,0.709,0.548,1.59E-06,0.133,0.543,-8.493,0.353,83.995,4
Cover Me In Sunshine,Cover Me In Sunshine,P!nk,12/02/2021,141050,76,0.0599,0.476,0.594,0,0.0785,0.314,-6.879,0.135,159.702,4
"Lemonade (feat. Gunna, Don Toliver & NAV)",B4 The Storm,Internet Money,28/08/2020,195428,86,0.25,0.8,0.658,0,0.111,0.462,-6.142,0.079,140.042,4
Someone You Loved,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,17/05/2019,182160,89,0.751,0.501,0.405,0,0.105,0.446,-5.679,0.0319,109.891,4
Therefore I Am,Therefore I Am,Billie Eilish,12/11/2020,174321,91,0.218,0.889,0.34,0.13,0.055,0.716,-7.773,0.0697,94.009,4
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,7/08/2020,187541,89,0.0194,0.935,0.454,0,0.0824,0.357,-7.509,0.375,133.073,4
Best Friend (feat. Doja Cat),Best Friend (feat. Doja Cat),Saweetie,7/01/2021,155883,87,0.00302,0.84,0.766,3.61E-06,0.0684,0.402,-4.12,0.136,94.018,4
